0;-4.068396895251222;-2.7388133381181676
1;-5.978174449443822;-0.5967144201443215
2;-6.5603799586297775;0.2638695766793395
3;-7.3405784356489026;0.8988969750334954
4;-7.675211922533352;1.9824761639124526
5;-5.634292468826258;5.558291369593255
6;-4.659183138080511;5.181611579816422
7;-4.317984219605876;4.105547134703673
8;-4.610753237678352;2.3220138508956465
9;-4.228498363983007;-0.20209923023350473
10;-2.2169143105060574;-2.4531537393128593
11;-1.856916190304112;-3.4901670086850833
12;-3.252787239233289;-3.5152329567775285
13;-4.068396895251222;-2.7388133381181676
